compound_id,n_measurements,n_batches,pKD_mean,pKD_std,pKD_min,pKD_max,pKD_range
CSC020334643,1,1,3.88378564134148,,3.88378564134148,3.88378564134148,0.0
CF-6-73,1,1,2.29201285669743,,2.29201285669743,2.29201285669743,0.0
CF-2-175,1,1,3.3979506749437833,,3.3979506749437833,3.3979506749437833,0.0
CF-8-29,1,1,4.096372962314269,,4.096372962314269,4.096372962314269,0.0
UNC-ZDG-87-1,1,1,3.195785498311985,,3.195785498311985,3.195785498311985,0.0
CF-5-151,1,1,,,,,
MCULE-9548694479,1,1,,,,,
CF-5-95,1,1,3.0834571226822063,,3.0834571226822063,3.0834571226822063,0.0
CF-2-142,1,1,-0.38663195149416096,,-0.38663195149416096,-0.38663195149416096,0.0
CF-2-88,1,1,3.0664742345652236,,3.0664742345652236,3.0664742345652236,0.0
CF-4-40,1,1,,,,,
CF-4-169,1,1,2.946527664397342,,2.946527664397342,2.946527664397342,0.0
CSSS00026918792,1,1,3.9472283600359663,,3.9472283600359663,3.9472283600359663,0.0
UNC-ZDG-81-8,1,1,2.119254439957681,,2.119254439957681,2.119254439957681,0.0
CF-4-31,1,1,,,,,
UNC-AH-3-87B,1,1,5.3565098288447945,,5.3565098288447945,5.3565098288447945,0.0
CSC026680027,1,1,,,,,
CF-2-159,1,1,3.345693967739858,,3.345693967739858,3.345693967739858,0.0
CSC084189625,1,1,3.1306951806944294,,3.1306951806944294,3.1306951806944294,0.0
CSC026321858,1,1,2.7939612800690092,,2.7939612800690092,2.7939612800690092,0.0
800658988,1,1,2.755564455212758,,2.755564455212758,2.755564455212758,0.0
CSSS00027356613,1,1,3.2723684374143827,,3.2723684374143827,3.2723684374143827,0.0
CF-4-186,1,1,4.180074256486188,,4.180074256486188,4.180074256486188,0.0
D203-0031,1,1,5.8544223664332335,,5.8544223664332335,5.8544223664332335,0.0
CF-6-107,1,1,4.015096887923278,,4.015096887923278,4.015096887923278,0.0
Z979336988,1,1,5.489966212691103,,5.489966212691103,5.489966212691103,0.0
CF-10-035,1,1,4.181841964263574,,4.181841964263574,4.181841964263574,0.0
1167298751,1,1,2.8363811201272076,,2.8363811201272076,2.8363811201272076,0.0
CF-3-16,1,1,2.725119088740067,,2.725119088740067,2.725119088740067,0.0
MCULE-6613724423,1,1,,,,,
CF-4-39,1,1,3.3254188918018524,,3.3254188918018524,3.3254188918018524,0.0
CF-2-153,1,1,-0.4885389016823467,,-0.4885389016823467,-0.4885389016823467,0.0
Repeat compound consistency,1,1,,,,,
CF-2-26,1,1,2.538875595834802,,2.538875595834802,2.538875595834802,0.0
UNC-ZDG-166-6,1,1,4.688257460577769,,4.688257460577769,4.688257460577769,0.0
UNC-AH-03-095B,1,1,-0.2761070355907672,,-0.2761070355907672,-0.2761070355907672,0.0
CF-3-177,1,1,-0.6184555297866262,,-0.6184555297866262,-0.6184555297866262,0.0
CF-5-92,1,1,3.080268917591467,,3.080268917591467,3.080268917591467,0.0
CF-3-83,1,1,-0.5592717389370591,,-0.5592717389370591,-0.5592717389370591,0.0
UNC-AH-3-075C,1,1,3.606701506570087,,3.606701506570087,3.606701506570087,0.0
UNC-AH-02-013,1,1,3.0688134346240723,,3.0688134346240723,3.0688134346240723,0.0
CF-2-137,1,1,-0.05993753228093293,,-0.05993753228093293,-0.05993753228093293,0.0
CF-5-278,1,1,3.2867275446911957,,3.2867275446911957,3.2867275446911957,0.0
CF-2-258,1,1,3.93988314809626,,3.93988314809626,3.93988314809626,0.0
MCULE-5593360088,1,1,3.2446251284484116,,3.2446251284484116,3.2446251284484116,0.0
CSC106542153,1,1,2.345856432401305,,2.345856432401305,2.345856432401305,0.0
CF-2-78,1,1,,,,,
1443520257,1,1,2.2624852509433713,,2.2624852509433713,2.2624852509433713,0.0
CF-4-63,1,1,3.109701140540382,,3.109701140540382,3.109701140540382,0.0
CF-3-179,1,1,-0.7251290614900187,,-0.7251290614900187,-0.7251290614900187,0.0
MCULE-9512030585,1,1,3.544737192558782,,3.544737192558782,3.544737192558782,0.0
CF-2-170,1,1,-0.07811060728170272,,-0.07811060728170272,-0.07811060728170272,0.0
CSC059831405,1,1,3.1071392931154684,,3.1071392931154684,3.1071392931154684,0.0
CF-5-198,1,1,3.7744117214857047,,3.7744117214857047,3.7744117214857047,0.0
CF-2-32,1,1,2.757357278731852,,2.757357278731852,2.757357278731852,0.0
CF-4-43,1,1,2.9269037782662766,,2.9269037782662766,2.9269037782662766,0.0
UNC-AH-02-067,1,1,,,,,
CSC000487489,1,1,-0.9257577437732065,,-0.9257577437732065,-0.9257577437732065,0.0
CF-5-313,1,1,3.257558418758627,,3.257558418758627,3.257558418758627,0.0
CF-2-250,1,1,1.8627209518107168,,1.8627209518107168,1.8627209518107168,0.0
CF-3-165,1,1,4.551570731857967,,4.551570731857967,4.551570731857967,0.0
CF-4-37',1,1,3.8742203933364543,,3.8742203933364543,3.8742203933364543,0.0
CF-2-133,1,1,1.8134914007633611,,1.8134914007633611,1.8134914007633611,0.0
CSC094085019,1,1,3.6913779744317443,,3.6913779744317443,3.6913779744317443,0.0
CF-2-87,1,1,3.431173327513038,,3.431173327513038,3.431173327513038,0.0
666402446,1,1,3.932005061159396,,3.932005061159396,3.932005061159396,0.0
CSSS00026925269,1,1,4.121828304401746,,4.121828304401746,4.121828304401746,0.0
UNC-ZDG-81-1,1,1,2.3891689666196134,,2.3891689666196134,2.3891689666196134,0.0
CF-5-168,1,1,3.347541148672141,,3.347541148672141,3.347541148672141,0.0
CF-9-43,1,1,3.5606039536444034,,3.5606039536444034,3.5606039536444034,0.0
STK656844,1,1,4.0341267988017595,,4.0341267988017595,4.0341267988017595,0.0
UNC-ZDG-102-1,1,1,3.1514172407589482,,3.1514172407589482,3.1514172407589482,0.0
CF-6-54,1,1,3.6334700735136924,,3.6334700735136924,3.6334700735136924,0.0
UNC-ZDG-86-1,1,1,2.2692006522703343,,2.2692006522703343,2.2692006522703343,0.0
CF-6-12,1,1,3.164914058550291,,3.164914058550291,3.164914058550291,0.0
CSC026271276,1,1,2.4772690461866267,,2.4772690461866267,2.4772690461866267,0.0
CF-2-164,1,1,4.039088547950765,,4.039088547950765,4.039088547950765,0.0
MCULE-1823009483,1,1,,,,,
CSC074094999,1,1,3.9772310138692886,,3.9772310138692886,3.9772310138692886,0.0
CF-2-140,1,1,-0.6527516692990689,,-0.6527516692990689,-0.6527516692990689,0.0
CF-3-159,1,1,2.4700676210501653,,2.4700676210501653,2.4700676210501653,0.0
CSC026283272,1,1,2.6765862338501187,,2.6765862338501187,2.6765862338501187,0.0
CF-5-130,1,1,0.16958055466212926,,0.16958055466212926,0.16958055466212926,0.0
CF-6-66,1,1,3.0264771635301173,,3.0264771635301173,3.0264771635301173,0.0
CF-2-211,1,1,-0.07562744075826791,,-0.07562744075826791,-0.07562744075826791,0.0
CF-2-89,1,1,3.3574952508248024,,3.3574952508248024,3.3574952508248024,0.0
CF-8-291,1,1,3.679121762508369,,3.679121762508369,3.679121762508369,0.0
CF-6-115,1,1,4.251437846958932,,4.251437846958932,4.251437846958932,0.0
E859-0348,1,1,5.020663785402698,,5.020663785402698,5.020663785402698,0.0
CF-2-70,1,1,3.326307106286514,,3.326307106286514,3.326307106286514,0.0
CSSS00000700586,1,1,3.966232603780063,,3.966232603780063,3.966232603780063,0.0
CF-3-126,1,1,3.2333538041225744,,3.2333538041225744,3.2333538041225744,0.0
CF-5-270,1,1,3.313644868088768,,3.313644868088768,3.313644868088768,0.0
CSSS00138524486,1,1,-0.9677304706274334,,-0.9677304706274334,-0.9677304706274334,0.0
CSC052801209,1,1,3.011743492741511,,3.011743492741511,3.011743492741511,0.0
CSSS00026745972,1,1,4.024982687349907,,4.024982687349907,4.024982687349907,0.0
CSC027494541,1,1,4.028286126774625,,4.028286126774625,4.028286126774625,0.0
CF-3-176,1,1,-0.62419144534062,,-0.62419144534062,-0.62419144534062,0.0
UNC-AH-01-064,1,1,2.9459926563921126,,2.9459926563921126,2.9459926563921126,0.0
CSC026862477,1,1,3.345723199077808,,3.345723199077808,3.345723199077808,0.0
MCULE-3274308330,1,1,0.8747858832401064,,0.8747858832401064,0.8747858832401064,0.0
CSC027030125,1,1,2.7477514871599427,,2.7477514871599427,2.7477514871599427,0.0
UNC-AH-03-065A,1,1,,,,,
CSC027567290,1,1,2.931300358985278,,2.931300358985278,2.931300358985278,0.0
CF-3-215,1,1,2.972589249366176,,2.972589249366176,2.972589249366176,0.0
CSC000723025,1,1,2.938712790953942,,2.938712790953942,2.938712790953942,0.0
CF-2-55,1,1,3.3928636601418836,,3.3928636601418836,3.3928636601418836,0.0
CF-5-62,1,1,2.953351581423844,,2.953351581423844,2.953351581423844,0.0
UNC-AH-01-044,1,1,3.2719148812194105,,3.2719148812194105,3.2719148812194105,0.0
CF-2-96,1,1,2.767190791244673,,2.767190791244673,2.767190791244673,0.0
CF-5-259,1,1,3.2310675040360572,,3.2310675040360572,3.2310675040360572,0.0
CF-4-132,1,1,3.2044669889735746,,3.2044669889735746,3.2044669889735746,0.0
CF-3-106,1,1,4.575482314486589,,4.575482314486589,4.575482314486589,0.0
CF-5-107,1,1,4.116533351310813,,4.116533351310813,4.116533351310813,0.0
UNC-ZDG-87-8,1,1,2.815089935326148,,2.815089935326148,2.815089935326148,0.0
UNC-AH-05-009,1,1,2.601045664520848,,2.601045664520848,2.601045664520848,0.0
CF-2-125,1,1,4.119509605875156,,4.119509605875156,4.119509605875156,0.0
CF-7-31,1,1,2.9712074239054704,,2.9712074239054704,2.9712074239054704,0.0
UNC-AH-02-071A2,1,1,3.3901715175829925,,3.3901715175829925,3.3901715175829925,0.0
CF-4-34,1,1,3.5218674771857126,,3.5218674771857126,3.5218674771857126,0.0
CF-4-69,1,1,3.698946512171093,,3.698946512171093,3.698946512171093,0.0
CSC027574686,1,1,3.0609962069202936,,3.0609962069202936,3.0609962069202936,0.0
CSC092198058,1,1,3.516259503128532,,3.516259503128532,3.516259503128532,0.0
CF-5-218,1,1,4.086148941403646,,4.086148941403646,4.086148941403646,0.0
CF-4-167,1,1,3.152171868713796,,3.152171868713796,3.152171868713796,0.0
CF-5-10,1,1,,,,,
CF-5-74,1,1,2.688472276093166,,2.688472276093166,2.688472276093166,0.0
CSC038018942,1,1,3.509813231535446,,3.509813231535446,3.509813231535446,0.0
CF-5-164,1,1,2.807844703027676,,2.807844703027676,2.807844703027676,0.0
CF-2-253,1,1,2.7937147762361034,,2.7937147762361034,2.7937147762361034,0.0
CF-2-81,1,1,2.965846417549967,,2.965846417549967,2.965846417549967,0.0
UNC-AH-3-075E,1,1,0.7594660315610973,,0.7594660315610973,0.7594660315610973,0.0
CF-6-51,1,1,4.116118831409667,,4.116118831409667,4.116118831409667,0.0
CF-8-48,1,1,0.3381761893493894,,0.3381761893493894,0.3381761893493894,0.0
CF-3-163,1,1,0.22691096691573723,,0.22691096691573723,0.22691096691573723,0.0
CF-2-92,1,1,3.48999759615037,,3.48999759615037,3.48999759615037,0.0
CF-3-58,1,1,2.9923180792715716,,2.9923180792715716,2.9923180792715716,0.0
CSC026025540,1,1,2.8652869481049508,,2.8652869481049508,2.8652869481049508,0.0
CF-4-47,1,1,2.975568942115823,,2.975568942115823,2.975568942115823,0.0
CSC151938950,1,1,3.269720819026568,,3.269720819026568,3.269720819026568,0.0
CF-2-260,1,1,-0.45400734026457096,,-0.45400734026457096,-0.45400734026457096,0.0
CF-4-114,1,1,-0.16264186785950036,,-0.16264186785950036,-0.16264186785950036,0.0
293497032,1,1,3.824136300599861,,3.824136300599861,3.824136300599861,0.0
CF-9-37,1,1,3.5933623801058983,,3.5933623801058983,3.5933623801058983,0.0
CF-5-321,1,1,-0.3386337601190225,,-0.3386337601190225,-0.3386337601190225,0.0
CSC026741441,1,1,3.325958306452862,,3.325958306452862,3.325958306452862,0.0
CSC027185584,1,1,1.1679892398644287,,1.1679892398644287,1.1679892398644287,0.0
CF-5-238,1,1,3.1391595802174956,,3.1391595802174956,3.1391595802174956,0.0
CF-5-131,1,1,-0.2103700246748931,,-0.2103700246748931,-0.2103700246748931,0.0
CF-3-152,1,1,3.408336452347058,,3.408336452347058,3.408336452347058,0.0
CF-6-106,1,1,6.856497478081488,,6.856497478081488,6.856497478081488,0.0
MCULE-4726349000,1,1,,,,,
CF-5-196,1,1,2.873119927735649,,2.873119927735649,2.873119927735649,0.0
CF-4-48,1,1,2.7628212749369983,,2.7628212749369983,2.7628212749369983,0.0
UNC-ZDG-166-9,1,1,3.5843016045288656,,3.5843016045288656,3.5843016045288656,0.0
CF-9-02,1,1,4.535070713337445,,4.535070713337445,4.535070713337445,0.0
UNC-AH-02-066C,1,1,,,,,
CF-4-133,1,1,4.087384549355316,,4.087384549355316,4.087384549355316,0.0
1288418269,1,1,3.8579422583945964,,3.8579422583945964,3.8579422583945964,0.0
CF-4-50,1,1,2.6441718863772232,,2.6441718863772232,2.6441718863772232,0.0
CF-4-140,1,1,3.3102993861131256,,3.3102993861131256,3.3102993861131256,0.0
CF-6-26,1,1,2.911248264845367,,2.911248264845367,2.911248264845367,0.0
CSC063901273,1,1,3.148696118743596,,3.148696118743596,3.148696118743596,0.0
CSC025957035,1,1,3.860349251014317,,3.860349251014317,3.860349251014317,0.0
CSC026914577,1,1,3.559309122812247,,3.559309122812247,3.559309122812247,0.0
CSC078856392,1,1,3.697551570830131,,3.697551570830131,3.697551570830131,0.0
CF-3-171,1,1,-0.06083911861895087,,-0.06083911861895087,-0.06083911861895087,0.0
CSC026785578,1,1,3.6306564480362717,,3.6306564480362717,3.6306564480362717,0.0
213364210,1,1,3.1589351859899075,,3.1589351859899075,3.1589351859899075,0.0
CF-6-35,1,1,4.030155320045798,,4.030155320045798,4.030155320045798,0.0
CF-10-061,1,1,5.3564702309489896,,5.3564702309489896,5.3564702309489896,0.0
CF-2-160,1,1,2.909394634657932,,2.909394634657932,2.909394634657932,0.0
CSSS00103857486,1,1,-0.489813733697867,,-0.489813733697867,-0.489813733697867,0.0
CF-2-104,1,1,3.0492152577592173,,3.0492152577592173,3.0492152577592173,0.0
CSC027634327,1,1,,,,,
UNC-ZDG-91-5,1,1,2.7611141803256785,,2.7611141803256785,2.7611141803256785,0.0
CF-5-03,1,1,3.4418644621817194,,3.4418644621817194,3.4418644621817194,0.0
CF-2-241,1,1,0.16977811910125842,,0.16977811910125842,0.16977811910125842,0.0
CF-3-182,1,1,2.9504539771385008,,2.9504539771385008,2.9504539771385008,0.0
CF-3-139(20210617),1,1,-1.7776738859273513,,-1.7776738859273513,-1.7776738859273513,0.0
CF-2-252,1,1,3.6529728136968713,,3.6529728136968713,3.6529728136968713,0.0
CF-5-254,1,1,2.4594657515176195,,2.4594657515176195,2.4594657515176195,0.0
PV-001852676182,1,1,4.471777162092331,,4.471777162092331,4.471777162092331,0.0
UNC-AH-03-020A,1,1,3.2497062588183545,,3.2497062588183545,3.2497062588183545,0.0
CF-5-329,1,1,4.191677983854399,,4.191677983854399,4.191677983854399,0.0
CF-3-157,1,1,3.496486701318227,,3.496486701318227,3.496486701318227,0.0
CF-5-128,1,1,2.309103033284339,,2.309103033284339,2.309103033284339,0.0
CF-5-137,1,1,2.5604596098787056,,2.5604596098787056,2.5604596098787056,0.0
CF-5-176,1,1,7.499301276290025,,7.499301276290025,7.499301276290025,0.0
CF-3-203,1,1,3.893513701629091,,3.893513701629091,3.893513701629091,0.0
MCULE-7545582545,1,1,,,,,
CF-5-312,1,1,1.857787425909757,,1.857787425909757,1.857787425909757,0.0
CF-2-115,1,1,0.04693972444836963,,0.04693972444836963,0.04693972444836963,0.0
CF-5-256,1,1,2.980659415587885,,2.980659415587885,2.980659415587885,0.0
MCULE-9340082411,1,1,,,,,
CF-9-20,1,1,4.57482223461033,,4.57482223461033,4.57482223461033,0.0
CF-2-262,1,1,2.361890330077742,,2.361890330077742,2.361890330077742,0.0
UNC-AH-01-002,1,1,,,,,
CF-5-87,1,1,3.1620946481042815,,3.1620946481042815,3.1620946481042815,0.0
CF-2-157,1,1,2.717560100472961,,2.717560100472961,2.717560100472961,0.0
CF-3-96,1,1,,,,,
CSC026437192,1,1,4.227050345707684,,4.227050345707684,4.227050345707684,0.0
CF-2-183,1,1,3.12033339875305,,3.12033339875305,3.12033339875305,0.0
CF-5-318,1,1,3.4573078001516415,,3.4573078001516415,3.4573078001516415,0.0
CSC027460900,1,1,3.388206254037566,,3.388206254037566,3.388206254037566,0.0
UNC-AH-01-089,1,1,3.162434658081981,,3.162434658081981,3.162434658081981,0.0
CF-5-81,1,1,2.9776223403184137,,2.9776223403184137,2.9776223403184137,0.0
D203-0109,1,1,4.073065734981458,,4.073065734981458,4.073065734981458,0.0
CSC027752328,1,1,3.232659119003803,,3.232659119003803,3.232659119003803,0.0
CF-5-96,1,1,3.297021381101368,,3.297021381101368,3.297021381101368,0.0
CF-2-126,1,1,-0.13443833130731178,,-0.13443833130731178,-0.13443833130731178,0.0
UNC-ZDG-83-11,1,1,3.3092925579746573,,3.3092925579746573,3.3092925579746573,0.0
UNC-AH-02-066A,1,1,,,,,
CSC133034860,1,1,2.6856949925037528,,2.6856949925037528,2.6856949925037528,0.0
549669706,1,1,2.8810617307128945,,2.8810617307128945,2.8810617307128945,0.0
CF-5-284,1,1,2.8734304805542776,,2.8734304805542776,2.8734304805542776,0.0
CF-2-69,1,1,3.4838733795851344,,3.4838733795851344,3.4838733795851344,0.0
CSSS00026570334,1,1,,,,,
CF-5-187,1,1,3.3732668311470495,,3.3732668311470495,3.3732668311470495,0.0
CF-2-05,1,1,3.4251000097689204,,3.4251000097689204,3.4251000097689204,0.0
CSC027181936,1,1,2.799120261913655,,2.799120261913655,2.799120261913655,0.0
UNC-AH-03-014,1,1,,,,,
CSC133078445,1,1,-1.0713975072446582,,-1.0713975072446582,-1.0713975072446582,0.0
CF-7-37,1,1,,,,,
CF-4-55,1,1,2.953044741296141,,2.953044741296141,2.953044741296141,0.0
CF-5-146,1,1,-0.23859623484479087,,-0.23859623484479087,-0.23859623484479087,0.0
CF-5-296,1,1,3.0359458191020594,,3.0359458191020594,3.0359458191020594,0.0
CSC027282298,1,1,3.47142742106787,,3.47142742106787,3.47142742106787,0.0
CF-5-217,1,1,2.4411548045138125,,2.4411548045138125,2.4411548045138125,0.0
UNC-ZDG-82-8,1,1,4.0746702686767,,4.0746702686767,4.0746702686767,0.0
UNC-ZDG-3-4-A,1,1,3.922201185365478,,3.922201185365478,3.922201185365478,0.0
UNC-ZDG-293-3,1,1,5.018534393601503,,5.018534393601503,5.018534393601503,0.0
UNC-AH-02-071A-1(20201105),1,1,-1.8141991394674153,,-1.8141991394674153,-1.8141991394674153,0.0
CF-4-196,1,1,3.6183379649812917,,3.6183379649812917,3.6183379649812917,0.0
CF-6-27,1,1,3.0030366298561617,,3.0030366298561617,3.0030366298561617,0.0
CSSS00027837091,1,1,2.6228546235054573,,2.6228546235054573,2.6228546235054573,0.0
CSC026344327,1,1,4.04792481093216,,4.04792481093216,4.04792481093216,0.0
CF-2-98(20210617),1,1,-1.9375440105816686,,-1.9375440105816686,-1.9375440105816686,0.0
CSC027131237,1,1,-1.0598028881582653,,-1.0598028881582653,-1.0598028881582653,0.0
UNC-AH-02-095,1,1,3.4880294016230247,,3.4880294016230247,3.4880294016230247,0.0
CSC026685161,1,1,4.270714076942646,,4.270714076942646,4.270714076942646,0.0
CF-2-120,1,1,2.4416289068500148,,2.4416289068500148,2.4416289068500148,0.0
CF-6-79,1,1,3.034016415759424,,3.034016415759424,3.034016415759424,0.0
UNC-ZDG-436-A,1,1,5.943425687419089,,5.943425687419089,5.943425687419089,0.0
CF-3-15,1,1,3.1341095710156686,,3.1341095710156686,3.1341095710156686,0.0
CSC068065069,1,1,3.8562819046349945,,3.8562819046349945,3.8562819046349945,0.0
CF-5-119,1,1,3.733226971207567,,3.733226971207567,3.733226971207567,0.0
UNC-ZDG-83-4,1,1,3.169770596388787,,3.169770596388787,3.169770596388787,0.0
CF-2-76,1,1,2.5529463231652856,,2.5529463231652856,2.5529463231652856,0.0
CF-4-135,1,1,-0.39241739442915585,,-0.39241739442915585,-0.39241739442915585,0.0
CF-3-92,1,1,-0.5215375243546011,,-0.5215375243546011,-0.5215375243546011,0.0
CF-4-37,1,1,3.837255850567785,,3.837255850567785,3.837255850567785,0.0
CF-4-38,1,1,3.214101640388962,,3.214101640388962,3.214101640388962,0.0
CF-4-118,1,1,3.0987496910424386,,3.0987496910424386,3.0987496910424386,0.0
CF-5-328,1,1,4.301029995663981,,4.301029995663981,4.301029995663981,0.0
CF-2-65,1,1,2.9692512743964596,,2.9692512743964596,2.9692512743964596,0.0
CF-2-205,1,1,6.337161471114092,,6.337161471114092,6.337161471114092,0.0
CF-5-22,1,1,,,,,
CSSS00027837527,1,1,-0.4122629213876221,,-0.4122629213876221,-0.4122629213876221,0.0
CF-3-28,1,1,3.297133770324376,,3.297133770324376,3.297133770324376,0.0
CF-3-24,1,1,3.5867277112471805,,3.5867277112471805,3.5867277112471805,0.0
CF-6-43,1,1,3.3557960752199714,,3.3557960752199714,3.3557960752199714,0.0
CF-6-17,1,1,3.6107130887512002,,3.6107130887512002,3.6107130887512002,0.0
MCULE-5635658758,1,1,,,,,
CF-3-175,1,1,3.0038869401172437,,3.0038869401172437,3.0038869401172437,0.0
UNC-AH-03-068A,1,1,3.0308842118242123,,3.0308842118242123,3.0308842118242123,0.0
CF-2-257,1,1,-0.42520327835248894,,-0.42520327835248894,-0.42520327835248894,0.0
CF-2-151,1,1,4.430504370284096,,4.430504370284096,4.430504370284096,0.0
CF-4-194,1,1,4.1396927806138795,,4.1396927806138795,4.1396927806138795,0.0
CF-6-124,1,1,7.631018789340685,,7.631018789340685,7.631018789340685,0.0
CSC025732604,1,1,3.80222533727177,,3.80222533727177,3.80222533727177,0.0
CF-2-269,1,1,-0.5966605384094432,,-0.5966605384094432,-0.5966605384094432,0.0
CF-4-168,1,1,3.248061608248472,,3.248061608248472,3.248061608248472,0.0
CSC026866568,1,1,2.973411947954917,,2.973411947954917,2.973411947954917,0.0
CSSS00138529253,1,1,3.899885393363018,,3.899885393363018,3.899885393363018,0.0
UNC-ZDG-75,1,1,3.4960425613040935,,3.4960425613040935,3.4960425613040935,0.0
CF-2-106,1,1,-0.4472806361978953,,-0.4472806361978953,-0.4472806361978953,0.0
CF-5-290,1,1,-0.847255224425077,,-0.847255224425077,-0.847255224425077,0.0
CF-4-127,1,1,0.07071639193671006,,0.07071639193671006,0.07071639193671006,0.0
UNC-AH-02-090D,1,1,,,,,
CF-9-53,1,1,4.294309170885419,,4.294309170885419,4.294309170885419,0.0
CF-3-217,1,1,3.4972947373036645,,3.4972947373036645,3.4972947373036645,0.0
CF-5-200,1,1,-0.1778725687619721,,-0.1778725687619721,-0.1778725687619721,0.0
UNC-ZDG-200-1,1,1,4.0,,4.0,4.0,0.0
CF-5-129,1,1,3.7159225794828052,,3.7159225794828052,3.7159225794828052,0.0
UNC-ZDG-150-3,1,1,-0.6335638494607426,,-0.6335638494607426,-0.6335638494607426,0.0
CF-7-34,1,1,3.549708984500673,,3.549708984500673,3.549708984500673,0.0
CF-3-25,1,1,,,,,
CF-4-188,1,1,5.225881927267199,,5.225881927267199,5.225881927267199,0.0
CF-7-33,1,1,3.757405582923234,,3.757405582923234,3.757405582923234,0.0
CF-2-191,1,1,4.882672994176607,,4.882672994176607,4.882672994176607,0.0
CF-4-176,1,1,-0.5556615857377628,,-0.5556615857377628,-0.5556615857377628,0.0
UNC-AH-03-020E,1,1,3.346655439664639,,3.346655439664639,3.346655439664639,0.0
CF-9-51,1,1,3.3334388846509087,,3.3334388846509087,3.3334388846509087,0.0
UNC-AH-01-006,1,1,,,,,
UNC-AH-01-047,1,1,2.7982528667582645,,2.7982528667582645,2.7982528667582645,0.0
CF-4-101,1,1,2.699646319806204,,2.699646319806204,2.699646319806204,0.0
CF-2-128,1,1,1.7434259932658895,,1.7434259932658895,1.7434259932658895,0.0
CF-6-59,1,1,3.5902130969861252,,3.5902130969861252,3.5902130969861252,0.0
CF-2-08,1,1,,,,,
CF-6-45,1,1,-0.45123167128773367,,-0.45123167128773367,-0.45123167128773367,0.0
CSC000580708,1,1,3.7008425894338424,,3.7008425894338424,3.7008425894338424,0.0
CF-2-27,1,1,,,,,
189605232,1,1,3.714971599423282,,3.714971599423282,3.714971599423282,0.0
CF-5-215,1,1,7.182682976397272,,7.182682976397272,7.182682976397272,0.0
CSC026862760,1,1,2.8611889844888676,,2.8611889844888676,2.8611889844888676,0.0
CF-3-06,1,1,3.4857878758173957,,3.4857878758173957,3.4857878758173957,0.0
CF-2-216,1,1,2.313064655083397,,2.313064655083397,2.313064655083397,0.0
192562786,1,1,3.864274546405571,,3.864274546405571,3.864274546405571,0.0
CF-3-155,1,1,3.0565065551494754,,3.0565065551494754,3.0565065551494754,0.0
CSSS00138524354,1,1,-0.6895117953486732,,-0.6895117953486732,-0.6895117953486732,0.0
CF-5-261,1,1,3.584964267704267,,3.584964267704267,3.584964267704267,0.0
UNC-ZDG-150-1(20210617),1,1,-1.7727919272904502,,-1.7727919272904502,-1.7727919272904502,0.0
CSC000613162,1,1,0.34261058156485125,,0.34261058156485125,0.34261058156485125,0.0
CF-5-113,1,1,3.5793906735962477,,3.5793906735962477,3.5793906735962477,0.0
CF-2-114,1,1,-0.5736485094149807,,-0.5736485094149807,-0.5736485094149807,0.0
UNC-ZDG-87-7,1,1,2.213366156536444,,2.213366156536444,2.213366156536444,0.0
CF-2-119,1,1,0.4156960224759323,,0.4156960224759323,0.4156960224759323,0.0
CF-5-55,1,1,,,,,
CF-3-181,1,1,4.303271020607234,,4.303271020607234,4.303271020607234,0.0
MCULE-9530503402,1,1,4.590085459461869,,4.590085459461869,4.590085459461869,0.0
773212998,1,1,2.977942440727496,,2.977942440727496,2.977942440727496,0.0
CF-6-57,1,1,2.7714875939172847,,2.7714875939172847,2.7714875939172847,0.0
CF-5-191,1,1,0.09950267397977858,,0.09950267397977858,0.09950267397977858,0.0
CF-3-139(20210423),1,1,-1.8775438839503296,,-1.8775438839503296,-1.8775438839503296,0.0
CSC092343619,1,1,3.758748493474889,,3.758748493474889,3.758748493474889,0.0
CF-2-259,1,1,2.708970069302816,,2.708970069302816,2.708970069302816,0.0
CF-5-31,1,1,2.6299746387111838,,2.6299746387111838,2.6299746387111838,0.0
CSC026905108,1,1,3.2338638864359135,,3.2338638864359135,3.2338638864359135,0.0
CF-5-04,1,1,2.4963716287666164,,2.4963716287666164,2.4963716287666164,0.0
CSC027618420,1,1,2.3049765505525537,,2.3049765505525537,2.3049765505525537,0.0
CF-5-308,1,1,2.9422874830903387,,2.9422874830903387,2.9422874830903387,0.0
CSSS00138524453,1,1,1.1322574843441766,,1.1322574843441766,1.1322574843441766,0.0
CF-3-141,1,1,,,,,
CF-3-154,1,1,2.8290997733968704,,2.8290997733968704,2.8290997733968704,0.0
CF-3-23,1,1,4.039723696028684,,4.039723696028684,4.039723696028684,0.0
CF-5-251,1,1,-0.6027105764814391,,-0.6027105764814391,-0.6027105764814391,0.0
UNC-ZDG-200-3,1,1,,,,,
CF-5-317,1,1,3.9839073974424384,,3.9839073974424384,3.9839073974424384,0.0
CSC026811301,1,1,3.2374531967651476,,3.2374531967651476,3.2374531967651476,0.0
CF-3-125,1,1,3.398804967245438,,3.398804967245438,3.398804967245438,0.0
UNC-AH-01-046,1,1,3.0221846038946993,,3.0221846038946993,3.0221846038946993,0.0
UNC-AH-03-007B,1,1,3.0747614603195865,,3.0747614603195865,3.0747614603195865,0.0
STL350939,1,1,4.698654861428096,,4.698654861428096,4.698654861428096,0.0
CF-6-28,1,1,3.7792120940101404,,3.7792120940101404,3.7792120940101404,0.0
