smiles,identifier,price,supplier_risk,chemistry_risk,mw,logp,hbd,hba,heavy_atoms,num_rings,num_aromatic_rings,num_fused_rings,tpsa,rotatable_bonds,frag_5QRF_F9000532,frag_5QRG_XS115742,frag_5QRH_FM001763,frag_5QRI_F9000380,frag_5QRJ_F9000536,frag_5QRK_FM010104,frag_5QRL_F9000949,frag_5QRN_F9000950,frag_5QRO_F9000403,frag_5QRP_F9000414,frag_5QRQ_FM002138,frag_5QRS_F9000441,frag_5QRT_FM010020,frag_5QRV_FM002272,frag_5QRX_F9000951,frag_5QRY_FM010072,frag_5QRZ_F9000591,frag_5QS2_FM001886,frag_5QS3_FM002333,frag_5QS4_UB000200,frag_5QS5_FM002032,frag_5QS9_FM002076,frag_5QSD_FM002038,frag_5QS0_FM010026,frag_5QSA_FM001580,frag_5QSI_FM001452,frag_5QSK_FM002150,frag_5QS6_FM010013,frag_5QS8_F9000511,frag_5QSB_XS022802,frag_5QSE_F9000674,frag_5QSF_DA000167,frag_5QSG_F9000710,frag_5QT0_XS092188,frag_5QSH_F9000416,frag_5QSJ_FM002214,frag_5QSC_F9000560,matched_sites,n_fragment_hits,frag_5QRF_NUA,frag_5QRG_JHP,frag_5QRH_JMM,frag_5QRI_NUY,frag_5QRJ_NWP,frag_5QRK_NWV,frag_5QRL_NWY,frag_5QRN_NX7,frag_5QRO_NXJ,frag_5QRP_NXM,frag_5QRQ_NXS,frag_5QRR_NY1,frag_5QRS_NY4,frag_5QRT_GWA,frag_5QRU_NY7,frag_5QRV_K2M,frag_5QRW_NYV,frag_5QRX_NZG,frag_5QRY_NZD,frag_5QRZ_NZ7,frag_5QS0_NZ4,frag_5QS1_NZ1,frag_5QS2_LV4,frag_5QS3_LJA,frag_5QS4_JFP,frag_5QS5_NZJ,frag_5QS6_K0G,frag_5QS8_O0G,frag_5QS9_O0J,frag_5QSA_K2P,frag_5QSB_O0M,frag_5QSC_O0P,frag_5QSD_O0S,frag_5QSE_O0V,frag_5QSF_O0Y,frag_5QSG_O1A,frag_5QSH_NVY,frag_5QSI_O1D,frag_5QSJ_O1M,frag_5QSK_O1J,frag_5QSL_O2A,frag_5QT0_JHJ,frag_7ZK2_IU4,frag_8A7N_L9E
COCCN(Cc1ccccc1OC)c1cc(OCc2ccccc2)ccc1C,BEHOLIBDKLLRDJ-UHFFFAOYSA-N,590,1,medium,391.51100000000014,5.235620000000006,0,4,29,3,3,1,30.930000000000003,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccncc1NC(=O)N1CCN(c2cccc(OCc3ccccc3)c2)CC1,BEINRJRLXKFYCJ-UHFFFAOYSA-N,1000,1,low,402.49800000000016,4.323120000000003,1,4,30,4,3,1,57.7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1COc1cc(N2CCC(F)(F)C2)ccc1[N+](=O)[O-],BEIZIUMTYIYQGV-UHFFFAOYSA-N,3000,1,high,348.34900000000005,4.327620000000004,0,4,25,3,2,1,55.61,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)CCC(=O)Nc1ccccc1)c1cccc(OCc2ccccc2)c1,BEJJYZZTHYBXGP-UHFFFAOYSA-N,885,1,high,402.49400000000014,5.037400000000004,1,3,30,3,3,1,58.64,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(OCc2ccccc2)cc1N(CCO)CCc1ccncc1,BEKMXGHRPWISFE-UHFFFAOYSA-N,590,2,medium,373.45600000000013,3.573680000000002,1,5,28,3,3,1,69.38,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCN(CCOc1ccccc1)c1ccc(C)c(OCc2ccccc2F)c1,BENXNCUVBISQQE-UHFFFAOYSA-N,590,1,medium,409.5010000000002,5.244920000000006,0,4,30,3,3,1,30.930000000000003,11,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCN(CCOc1ccccc1)c1cccc(OCc2ccc(C#N)cc2)c1,BERGMAIGUYGNDF-UHFFFAOYSA-N,295,0,low,400.52200000000016,5.822780000000006,0,4,30,3,3,1,45.49,11,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(Oc1cc(N2CCC(F)(F)C2)ccc1[N+](=O)[O-])c1ccccc1F,BERRHVTYEYUCKY-UHFFFAOYSA-N,2000,2,medium,380.36600000000004,5.109400000000004,0,4,27,3,2,1,55.61,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCN(C/C=C/c1ccccc1)c1cccc(OCc2ccc(OC)cc2)c1,BETRMQLORRWISZ-DHZHZOJOSA-N,295,1,low,385.5070000000002,5.980000000000006,0,3,29,3,3,1,21.700000000000003,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CN(Cc1ccccc1)c1cc(C)cc(OCc2ccc(F)cc2)c1,BEVZYYBHWGXCRZ-UHFFFAOYSA-N,885,0,high,393.45800000000014,4.892720000000004,0,4,29,3,3,1,38.769999999999996,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C(c1ccccc1Cl)N1CCc2c(OCc3ccccc3)cccc21,BEWJFLBROMNLIQ-UHFFFAOYSA-N,885,1,high,407.8970000000001,5.195800000000004,0,4,29,4,3,2,38.769999999999996,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=[N+]([O-])c1ccc(N2CCC(C(F)(F)F)CC2)cc1OCc1ccccc1,BEWLBQYEJPILJV-UHFFFAOYSA-N,3000,2,high,380.36600000000004,4.952500000000004,0,4,27,3,2,1,55.61,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccccc1)c1ccc(COc2cccc(N3CCCCC3)c2)cc1,BEXTYPHHUNSQMS-UHFFFAOYSA-N,375,0,high,371.4800000000002,5.486900000000005,0,3,28,4,3,1,29.54,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C(=O)Nc2ncccc2N1C(=O)Nc1cccc(OCc2ccccc2)c1O,BEYJGJLMHZNNRS-UHFFFAOYSA-N,1620,1,high,404.42600000000016,3.7453000000000025,3,5,30,4,3,2,103.79,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,"F, G",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ic1ccccc1CN1CCc2c(OCc3ccccc3)cccc21,BFBBRRQOSPEAED-UHFFFAOYSA-N,295,1,low,441.31200000000024,5.432900000000004,0,2,25,4,3,2,12.47,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccccc1COc1cc(N2CCCCC2)ccc1[N+](=O)[O-],BFBSLWFXDCQRCE-UHFFFAOYSA-N,885,1,high,390.46100000000024,3.5676000000000023,0,6,27,3,2,1,89.75,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(CCOc1ccccc1)c1ccc(C#N)c(OCc2ccccc2)c1,BFERMYDXHQGAJH-UHFFFAOYSA-N,375,1,high,372.46800000000013,5.0425800000000045,0,4,28,3,3,1,45.489999999999995,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCN(Cc1ccccc1)c1cccc(OCc2ccc(C#N)cc2)c1,BFICRDAFKFFEIC-UHFFFAOYSA-N,1080,1,medium,372.46800000000013,4.7902800000000045,0,4,28,3,3,1,45.49,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)Cc1ccccc1Cl)c1cc(OCc2ccccc2)ccc1[N+](=O)[O-],BFJCLVBUUDLXMZ-UHFFFAOYSA-N,375,1,high,424.8840000000001,5.422800000000005,0,4,30,3,3,1,72.68,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(N(Cc2ccco2)C(C)(C)CO)cc1OCc1ccccc1,BFMTUMCMMJWGDJ-UHFFFAOYSA-N,1620,1,high,379.5000000000001,5.252940000000006,1,4,28,3,3,1,45.84,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)c1cscn1)c1cccc(OCc2ccccc2)c1,BFNFGRQLOUZOKN-UHFFFAOYSA-N,295,1,low,338.432,4.388800000000003,0,4,24,3,3,1,42.43000000000001,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(N)=O)c(NC(=O)Nc2cnccc2C)cc1OCc1ccccc1,BFNMJGKQELLDCS-UHFFFAOYSA-N,3000,0,high,406.44200000000023,3.7205200000000023,3,5,30,3,3,1,115.57,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,"F, G",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccc(N(CCCCl)CCCCl)c(F)c1OCc1ccccc1,BFPQWEVOOCBQAE-UHFFFAOYSA-N,540,1,low,388.28500000000014,5.608000000000005,0,2,25,2,2,1,12.47,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc(N(CCO)CC(F)(F)F)cc1OCc1ccccc1,BFPWTTDEWPZMKK-UHFFFAOYSA-N,375,1,high,371.4240000000001,4.348500000000003,1,4,25,2,2,1,32.7,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)c1ccc(N(CCOCCO)CCOCCO)cc1OCc1ccccc1,BFPXRHOCRKTMEE-UHFFFAOYSA-N,250,0,medium,419.4740000000001,1.7879999999999991,3,7,30,2,2,1,108.69000000000001,15,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCc1ccccc1CN1CCCc2ccc(OCc3ccccc3)cc21,BFQBGBDLTUAGHW-UHFFFAOYSA-N,3000,1,high,359.469,4.7107000000000046,1,3,27,4,3,2,32.7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN(Cc1ccccc1C)c1cccc(OCc2ccccc2)c1,BFQHGCXHMUHANW-UHFFFAOYSA-N,125,1,low,345.486,5.990620000000006,0,2,26,3,3,1,12.47,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)N(Cc1ccccc1)c1cccc(OCc2ccc(C#N)cc2)c1,BFSCNHKMZGMWPH-UHFFFAOYSA-N,885,0,high,370.4960000000001,5.942380000000005,0,3,28,3,3,1,36.26,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(N(CCC#N)CCC#N)cc1OCc1ccccc1,BFUCIDLUORPHFC-UHFFFAOYSA-N,375,1,high,347.41800000000006,4.101960000000004,0,5,26,2,2,1,77.12,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(Oc1cc(N2CCC(C(F)(F)F)CC2)ccc1[N+](=O)[O-])c1ccccc1F,BFUWOQGTFMGJII-UHFFFAOYSA-N,3000,1,high,412.3830000000001,5.652600000000005,0,4,29,3,2,1,55.61,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccccc1CN(c1cccc(OCc2cccc(F)c2)c1)C1CC1,BFWHAIPUHPROGY-UHFFFAOYSA-N,250,1,medium,391.48600000000005,5.972400000000005,0,3,29,4,3,1,21.700000000000003,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccncc1NC(=O)Nc1cc(OCc2ccccc2)ccc1F,BFXVDTKCRFGBCS-UHFFFAOYSA-N,250,0,medium,362.36400000000003,4.315380000000002,2,4,27,3,3,1,87.04,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false,"F, G",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)c1ccccc1-n1cccn1)c1cccc(OCc2ccccc2)c1,BGBJSXQMJSTRNE-UHFFFAOYSA-N,295,2,low,397.4780000000001,5.118000000000005,0,3,30,4,4,1,47.36,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(C#Cc1ccccc1F)N1CCc2c(OCc3ccccc3)cccc21,BGDZIFWSTYBXDC-UHFFFAOYSA-N,590,1,medium,371.41099999999994,4.345500000000003,0,2,28,4,3,2,29.540000000000003,3,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(CO)N(Cc1ccncc1)c1cccc(OC(F)(F)F)c1C(=O)O,BGECDIIBCNNOBQ-UHFFFAOYSA-N,375,1,high,384.3540000000001,3.4559000000000024,2,5,27,2,2,1,82.89,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCN(CCc1ccccc1)c1ccc(C(=O)O)c(OCc2ccccc2)c1,BGEMBANLCRFMMG-UHFFFAOYSA-N,590,1,medium,389.4950000000001,5.422900000000005,1,3,29,3,3,1,49.77000000000001,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCCCCCN(Cc1ccccc1)c1ccc(F)c(OCc2ccccc2)c1F,BGGLPGFXJBDMTI-UHFFFAOYSA-N,250,0,medium,411.4920000000002,5.713000000000005,1,3,30,3,3,1,32.7,11,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CN(c1cc(C)cc(OCc2ccccc2)c1)[C@@H](C)c1ccccc1,BGIUYRCTBZMVQF-FQEVSTJZSA-N,590,1,medium,389.49500000000006,5.314620000000005,0,4,29,3,3,1,38.769999999999996,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(N(CCCO)C(C)(C)C)cc1OCc1ccccc1,BGJIIZBDAWYCFM-UHFFFAOYSA-N,1080,1,medium,327.468,4.561320000000004,1,3,24,2,2,1,32.7,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCN(Cc1ccncc1)c1cc(OCc2ccccc2)cc(C(=O)O)c1,BGMXIYFITCOZNI-UHFFFAOYSA-N,250,1,medium,374.44000000000005,4.551400000000004,1,4,28,3,3,1,62.66000000000001,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1ccccc1C(=O)N1CCCc2ccc(OCc3ccccc3)cc21,BGNFFKRAUSKKKN-UHFFFAOYSA-N,3000,1,high,385.50700000000006,5.9820000000000055,0,2,29,4,3,2,29.540000000000003,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCCN(C/C=C/c1ccccc1)c1cccc(OCc2ccccc2)c1,BGNNWOAGDNQRCO-NTEUORMPSA-N,125,1,low,373.49600000000015,5.431800000000005,0,3,28,3,3,1,21.700000000000003,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(C(=O)CN(C)C(=O)c1ccccc1)c1cccc(OCc2ccccc2)c1,BGVMEYOULKMAIP-UHFFFAOYSA-N,885,1,high,402.49400000000014,4.390700000000003,0,3,30,3,3,1,49.85000000000001,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccccc1Cl)N1CCN(c2cccc(OCc3ccccc3)c2)CC1,BGWSTGDKJZGLKR-UHFFFAOYSA-N,3000,1,high,420.94000000000017,4.810300000000004,0,3,30,4,3,1,32.78,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCN(Cc1ccccc1[N+](=O)[O-])c1cc(C)cc(OCc2ccccc2)c1OC,BGXHDDALGFVRMV-UHFFFAOYSA-N,590,0,medium,406.48200000000014,5.517320000000005,0,5,30,3,3,1,64.84,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1C(Oc1cc(N2CCOCC2)ccc1C(C)=O)C(=O)O,BGXMAXXMSYLQBN-UHFFFAOYSA-N,1620,0,high,385.4160000000001,2.9391000000000007,1,6,28,3,2,1,85.3,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCCN(Cc1ccccc1)c1cc(CO)cc(OCc2ccccc2)c1,BGXYUWTYVMUFGF-UHFFFAOYSA-N,590,0,medium,373.4960000000001,5.340600000000006,1,3,28,3,3,1,32.7,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(N(C2CCCC2)C2CCCC2)cc1OCc1ccccc1,BGYFAWKWXYHNEX-UHFFFAOYSA-N,885,1,high,393.5270000000001,5.743800000000006,0,4,29,4,2,1,38.769999999999996,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(N(CC(C)(C)O)C2CCCSC2)c(C)c1OCc1ccccc1,BGZMBQFDPHHTHH-UHFFFAOYSA-N,1080,0,medium,399.60000000000014,5.355340000000005,1,4,28,3,2,1,32.7,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(CO)N(Cc1ccccc1C)c1ccc(C(=O)OC)c(OC(F)(F)F)c1,BHBMLKFOBLFKIN-UHFFFAOYSA-N,375,1,high,411.42000000000013,4.457720000000005,1,5,29,2,2,1,59.0,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1c(OCc2ccccc2)cccc1N(CCO)C(CO)c1ccccc1,BHEHTVSMCUZHPG-UHFFFAOYSA-N,1080,0,medium,393.48300000000006,3.8065000000000024,2,5,29,3,3,1,62.16000000000001,10,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(N(CCO)CC(=O)OC(C)(C)C)c(C)c1OCc1ccccc1,BHFACDIOXZYFKO-UHFFFAOYSA-N,885,0,high,385.50400000000013,4.022840000000003,1,5,28,2,2,1,59.0,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(O)c1cc(F)c(N(C(CO)CO)C2CCC2)cc1OCc1ccccc1,BHIBSXDSHUSUKB-UHFFFAOYSA-N,2000,1,medium,389.4230000000001,2.8150000000000013,3,5,28,3,2,1,90.23,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(N(Cc2ccccc2)C2COC2)cc1OCc1ccccc1F,BHICFVLLIGSXMB-UHFFFAOYSA-N,1620,1,high,377.4590000000001,5.118520000000005,0,3,28,4,3,1,21.700000000000003,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,"F, G",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
